version,ihl,tos,len,ip_flags,frag,ttl,proto,ip_options,time,sport,dport,dataofs,reserved,tcp_udp_flags,window,urgptr,tcp_udp_options,land,time_diff,Avg_syn_flag,Avg_urg_flag,Avg_fin_flag,Avg_ack_flag,Avg_psh_flag,Avg_rst_flag,Avg_DNS_pkt,Avg_TCP_pkt,Avg_UDP_pkt,Avg_ICMP_pkt,Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_lenght,Min_pkts_lenght,Max_pkts_lenght,StDev_pkts_lenght,Avg_small_payload_pkt,Avg_payload,Min_payload,Max_payload,StDev_payload,Avg_DNS_over_TCP,label
4,5,0,69,0,0,64,6,0,1591102798.795157,60836,1885,8,0,0,502,0,3,0,0.9995229999999999,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,11.014459,11.014459,0.9995229999999999,1.0026700000000002,0.0010420090559718148,995.0,82.0,83.0,0.2886751345948129,12.0,203.0,16.0,17.0,0.2886751345948129,0.0,-1
4,5,0,69,0,0,64,6,0,1591102799.799403,60836,1885,8,0,0,502,0,3,0,1.004246,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,12.018705,12.018705,0.9995229999999999,1.004246,0.001305081824324367,1078.0,82.0,83.0,0.2773500981126145,13.0,220.0,16.0,17.0,0.2773500981126145,0.0,-1
4,5,0,69,0,0,64,6,0,1591102800.798958,60836,1885,8,0,0,502,0,3,0,0.999555,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,13.01826,13.01826,0.9995229999999999,1.004246,0.001367534005577286,1161.0,82.0,83.0,0.2672612419124244,14.0,237.0,16.0,17.0,0.2672612419124244,0.0,-1
4,5,0,69,0,0,64,6,0,1591102801.799988,60836,1885,8,0,0,502,0,3,0,1.0010299999999999,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,14.01929,14.01929,0.9995229999999999,1.004246,0.001317693314216047,1244.0,82.0,83.0,0.2581988897471611,15.0,254.0,16.0,17.0,0.2581988897471611,0.0,-1
4,5,0,69,0,0,64,6,0,1591102802.8016288,60836,1885,8,0,0,502,0,3,0,1.001641,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,15.020931,15.020931,0.9995229999999999,1.004246,0.0012715775241801028,1327.0,82.0,83.0,0.25,16.0,271.0,16.0,17.0,0.25,0.0,1
4,5,0,68,0,0,64,6,0,1591102803.802225,60836,1885,8,0,0,502,0,3,0,1.0005959999999998,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,16.021527,16.021527,0.9995229999999999,1.004246,0.001244610566603064,1409.0,82.0,83.0,0.3321055820775357,17.0,287.0,16.0,17.0,0.3321055820775357,0.0,-1
4,5,0,69,0,0,64,6,0,1591102804.804219,60836,1885,8,0,0,502,0,3,0,1.001994,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,17.023521,17.023521,0.9995229999999999,1.004246,0.001215311742868035,1492.0,82.0,83.0,0.3233808333817773,18.0,304.0,16.0,17.0,0.3233808333817773,0.0,1
4,5,0,69,0,0,64,6,0,1591102805.8061981,60836,1885,8,0,0,502,0,3,0,1.0019790000000002,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,18.0255,18.0255,0.9995229999999999,1.004246,0.0011873485538102509,1575.0,82.0,83.0,0.3153017676423058,19.0,321.0,16.0,17.0,0.3153017676423058,0.0,-1
4,5,0,69,0,0,64,6,0,1591102806.807405,60836,1885,8,0,0,502,0,3,0,1.001207,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,19.026707000000002,19.026707000000002,0.9995229999999999,1.004246,0.0011548975043760526,1658.0,82.0,83.0,0.30779350562554625,20.0,338.0,16.0,17.0,0.3077935056255462,0.0,-1
4,5,0,69,0,0,64,6,0,1591102807.807822,60836,1885,8,0,0,502,0,3,0,1.0004170000000001,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,20.027124,20.027124,0.9995229999999999,1.004246,0.0011456258046196961,1741.0,82.0,83.0,0.30079260375911915,21.0,355.0,16.0,17.0,0.30079260375911915,0.0,-1
4,5,0,69,0,0,64,6,0,1591102808.810335,60836,1885,8,0,0,502,0,3,0,1.002513,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,21.029637,21.029637,0.9995229999999999,1.004246,0.001144796363675966,1824.0,82.0,83.0,0.29424494316824984,22.0,372.0,16.0,17.0,0.29424494316824984,0.0,-1
4,5,0,68,0,0,64,6,0,1591102809.8149269,60836,1885,8,0,0,502,0,3,0,1.004592,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,22.034229,22.034229,0.9995229999999999,1.004592,0.001306909414846614,1906.0,82.0,83.0,0.3443502215750909,23.0,388.0,16.0,17.0,0.3443502215750909,0.0,-1
4,5,0,69,0,0,64,6,0,1591102810.813798,60836,1885,8,0,0,502,0,3,0,0.998871,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,23.0331,23.0331,0.998871,1.004592,0.0013941979872557498,1989.0,82.0,83.0,0.3378319623460881,24.0,405.0,16.0,17.0,0.3378319623460881,0.0,1
4,5,0,69,0,0,64,6,0,1591102811.816674,60836,1885,8,0,0,502,0,3,0,1.002876,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,24.035976,24.035976,0.998871,1.004592,0.0013947402126810444,2072.0,82.0,83.0,0.33166247903554,25.0,422.0,16.0,17.0,0.33166247903554,0.0,1
4,5,0,68,0,0,64,6,0,1591102812.8179052,60836,1885,8,0,0,502,0,3,0,1.001231,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,25.037207000000002,25.037207000000002,0.998871,1.004592,0.0013664256450071964,2154.0,82.0,83.0,0.36794648440312,26.0,438.0,16.0,17.0,0.36794648440312,0.0,-1
4,5,0,69,0,0,64,6,0,1591102813.8185449,60836,1885,8,0,0,502,0,3,0,1.00064,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,26.037847,26.037847,0.998871,1.004592,0.0013491146709544801,2237.0,82.0,83.0,0.3620139928982457,27.0,455.0,16.0,17.0,0.3620139928982457,0.0,1
4,5,0,69,0,0,64,6,0,1591102814.820099,60836,1885,8,0,0,502,0,3,0,1.001554,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,27.039401,27.039401,0.998871,1.004592,0.001323051159392701,2320.0,82.0,83.0,0.3563483225498992,28.0,472.0,16.0,17.0,0.3563483225498992,0.0,1
4,5,0,69,0,0,64,6,0,1591102815.821752,60836,1885,8,0,0,502,0,3,0,1.0016530000000001,0.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,0.0,0.0,28.041054,28.041054,0.998871,1.004592,0.0012988350152445833,2403.0,82.0,83.0,0.3509312031717982,29.0,489.0,16.0,17.0,0.3509312031717982,0.0,1
4,5,0,69,0,0,64,6,0,1591102816.822952,60836,1885,8,0,0,502,0,3,0,1.0012,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,29.042253999999996,29.042253999999996,0.998871,1.004592,0.0012763883332825873,2486.0,82.0,83.0,0.3457459036417604,30.0,506.0,16.0,17.0,0.3457459036417604,0.0,1
4,5,0,69,0,0,64,6,0,1591102817.82477,60836,1885,8,0,0,502,0,3,0,1.001818,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,30.044071999999996,30.044071999999996,0.998871,1.004592,0.0012559188677214984,2569.0,82.0,83.0,0.3407771005482389,31.0,523.0,16.0,17.0,0.3407771005482389,0.0,1
4,5,0,69,0,0,64,6,0,1591102818.8267949,60836,1885,8,0,0,502,0,3,0,1.002025,0.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0,0.0,0.0,31.046096999999996,31.046096999999996,0.998871,1.004592,0.0012388398605146672,2652.0,82.0,83.0,0.3360107525161235,32.0,540.0,16.0,17.0,0.3360107525161235,0.0,1
4,5,0,68,0,0,64,6,0,1591102819.829396,60836,1885,8,0,0,502,0,3,0,1.002601,0.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,0.0,0.0,32.048698,32.048698,0.998871,1.004592,0.001234503176481104,2734.0,82.0,83.0,0.3641095406272096,33.0,556.0,16.0,17.0,0.3641095406272096,0.0,-1
4,5,0,69,0,0,64,6,0,1591102820.831046,60836,1885,8,0,0,502,0,3,0,1.00165,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,33.050348,33.050348,0.998871,1.004592,0.0012152658527264848,2817.0,82.0,83.0,0.3594906279535709,34.0,573.0,16.0,17.0,0.3594906279535709,0.0,1
4,5,0,69,0,0,64,6,0,1591102821.832705,60836,1885,8,0,0,502,0,3,0,1.001659,0.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,34.052007,34.052007,0.998871,1.004592,0.00119692943045834,2900.0,82.0,83.0,0.35503580124836315,35.0,590.0,16.0,17.0,0.35503580124836315,0.0,1
4,5,0,69,0,0,64,6,0,1591102822.834322,60836,1885,8,0,0,502,0,3,0,1.001617,0.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,35.053624,35.053624,0.998871,1.004592,0.0011792886632459858,2983.0,82.0,83.0,0.35073618720610084,36.0,607.0,16.0,17.0,0.35073618720610084,0.0,1
4,5,0,69,0,0,64,6,0,1591102823.83602,60836,1885,8,0,0,502,0,3,0,1.001698,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,36.055322,36.055322,0.998871,1.004592,0.0011626483711426403,3066.0,82.0,83.0,0.3465834966066909,37.0,624.0,16.0,17.0,0.3465834966066909,0.0,1
4,5,0,69,0,0,64,6,0,1591102824.835794,60836,1885,8,0,0,502,0,3,0,0.9997739999999999,0.0,0.0,0.0,0.0,38.0,0.0,0.0,38.0,0.0,0.0,37.055096,37.055096,0.998871,1.004592,0.001182446906921274,3149.0,82.0,83.0,0.3425699874501045,38.0,641.0,16.0,17.0,0.3425699874501045,0.0,1
4,5,0,69,0,0,64,6,0,1591102825.836727,60836,1885,8,0,0,502,0,3,0,1.000933,0.0,0.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,38.056028999999995,38.056028999999995,0.998871,1.004592,0.0011698416778389733,3232.0,82.0,83.0,0.3386884284293705,39.0,658.0,16.0,17.0,0.3386884284293705,0.0,1
4,5,0,69,0,0,64,6,0,1591102826.8391929,60836,1885,8,0,0,502,0,3,0,1.002466,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,39.058495,39.058495,0.998871,1.004592,0.0011652146894905627,3315.0,82.0,83.0,0.3349320635285418,40.0,675.0,16.0,17.0,0.3349320635285418,0.0,1
4,5,0,68,0,0,64,6,0,1591102827.8394141,60836,1885,8,0,0,502,0,3,0,1.0002209999999998,0.0,0.0,0.0,0.0,41.0,0.0,0.0,41.0,0.0,0.0,40.058716,40.058716,0.998871,1.004592,0.001167818320959742,3397.0,82.0,83.0,0.3578390427102734,41.0,691.0,16.0,17.0,0.3578390427102734,0.0,1
4,5,0,69,0,0,64,6,0,1591102828.841451,60836,1885,8,0,0,502,0,3,0,1.002037,0.0,0.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,41.060753000000005,41.060753000000005,0.998871,1.004592,0.0011565483239405765,3480.0,82.0,83.0,0.3541688016605732,42.0,708.0,16.0,17.0,0.3541688016605732,0.0,1
4,5,0,69,0,0,64,6,0,1591102829.843339,60836,1885,8,0,0,502,0,3,0,1.001888,0.0,0.0,0.0,0.0,43.0,0.0,0.0,43.0,0.0,0.0,42.062641,42.062641,0.998871,1.004592,0.0011440753685385554,3563.0,82.0,83.0,0.35060460356342604,43.0,725.0,16.0,17.0,0.35060460356342604,0.0,1
4,5,0,69,0,0,64,6,0,1591102830.844721,60836,1885,8,0,0,502,0,3,0,1.001382,0.0,0.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,43.064023,43.064023,0.998871,1.004592,0.0011304965999812712,3646.0,82.0,83.0,0.3471417571787742,44.0,742.0,16.0,17.0,0.34714175717877416,0.0,1
4,5,0,69,0,0,64,6,0,1591102831.847296,60836,1885,8,0,0,502,0,3,0,1.002575,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0,44.066598,44.066598,0.998871,1.004592,0.0011292077551691,3729.0,82.0,83.0,0.3437758254761643,45.0,759.0,16.0,17.0,0.3437758254761643,0.0,1
4,5,0,69,0,0,64,6,0,1591102832.847861,60836,1885,8,0,0,502,0,3,0,1.000565,0.0,0.0,0.0,0.0,46.0,0.0,0.0,46.0,0.0,0.0,45.067163,45.067163,0.998871,1.004592,0.001125222859183141,3812.0,82.0,83.0,0.34050261230349943,46.0,776.0,16.0,17.0,0.34050261230349943,0.0,1
4,5,0,69,0,0,64,6,0,1591102833.850015,60836,1885,8,0,0,502,0,3,0,1.002154,0.0,0.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,46.069317,46.069317,0.998871,1.004592,0.0011169165934892338,3895.0,82.0,83.0,0.3373181491782385,47.0,793.0,16.0,17.0,0.3373181491782385,0.0,1
4,5,0,69,0,0,64,6,0,1591102834.850878,60836,1885,8,0,0,502,0,3,0,1.0008629999999998,0.0,0.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,47.07018,47.07018,0.998871,1.004592,0.0011086948386023023,3978.0,82.0,83.0,0.3342186823915959,48.0,810.0,16.0,17.0,0.3342186823915959,0.0,1
4,5,0,69,0,0,64,6,0,1591102835.852708,60836,1885,8,0,0,502,0,3,0,1.00183,0.0,0.0,0.0,0.0,49.0,0.0,0.0,49.0,0.0,0.0,48.07201,48.07201,0.998871,1.004592,0.001097913610490047,4061.0,82.0,83.0,0.331200660553418,49.0,827.0,16.0,17.0,0.331200660553418,0.0,1
4,5,0,69,0,0,64,6,0,1591102836.854681,60836,1885,8,0,0,502,0,3,0,1.001973,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,49.073983,49.073983,0.998871,1.004592,0.0010885142971040847,4144.0,82.0,83.0,0.32826072265931594,50.0,844.0,16.0,17.0,0.3282607226593159,0.0,1
4,5,0,69,0,0,64,6,0,1591102837.8564901,60836,1885,8,0,0,502,0,3,0,1.001809,0.0,0.0,0.0,0.0,51.0,0.0,0.0,51.0,0.0,0.0,50.075792,50.075792,0.998871,1.004592,0.0010781800493310522,4227.0,82.0,83.0,0.32539568672798425,51.0,861.0,16.0,17.0,0.32539568672798425,0.0,1
4,5,0,69,0,0,64,6,0,1591102838.857704,60836,1885,8,0,0,502,0,3,0,1.001214,0.0,0.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,51.077006,51.077006,0.998871,1.004592,0.0010681803189188095,4310.0,82.0,83.0,0.32260253903223585,52.0,878.0,16.0,17.0,0.32260253903223585,0.0,1
4,5,0,68,0,0,64,6,0,1591102839.860117,60836,1885,8,0,0,502,0,3,0,1.002413,0.0,0.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,52.079419,52.079419,0.998871,1.004592,0.0010650446614319255,4392.0,82.0,83.0,0.3418128057789596,53.0,894.0,16.0,17.0,0.3418128057789596,0.0,1
4,5,0,69,0,0,64,6,0,1591102840.862794,60836,1885,8,0,0,502,0,3,0,1.002677,0.0,0.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,53.08209599999999,53.08209599999999,0.998871,1.004592,0.0010665114138118737,4475.0,82.0,83.0,0.3390495203045245,54.0,911.0,16.0,17.0,0.3390495203045245,0.0,1
4,5,0,68,0,0,64,6,0,1591102841.863415,60836,1885,8,0,0,502,0,3,0,1.000621,0.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,54.082717,54.082717,0.998871,1.004592,0.001063923184552124,4557.0,82.0,83.0,0.3558079911965534,55.0,927.0,16.0,17.0,0.3558079911965534,0.0,1
4,5,0,68,0,0,64,6,0,1591102842.8658302,60836,1885,8,0,0,502,0,3,0,1.002415,0.0,0.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,55.085131999999994,55.085131999999994,0.998871,1.004592,0.0010607325459354652,4639.0,82.0,83.0,0.3705909636481472,56.0,943.0,16.0,17.0,0.3705909636481472,0.0,1
4,5,0,69,0,0,64,6,0,1591102843.866722,60836,1885,8,0,0,502,0,3,0,1.0008920000000001,0.0,0.0,0.0,0.0,57.0,0.0,0.0,57.0,0.0,0.0,56.086024,56.086024,0.998871,1.004592,0.0010546930174410755,4722.0,82.0,83.0,0.3678836036909795,57.0,960.0,16.0,17.0,0.3678836036909795,0.0,1
4,5,0,69,0,0,64,6,0,1591102844.868617,60836,1885,8,0,0,502,0,3,0,1.001895,0.0,0.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,57.08791899999999,57.08791899999999,0.998871,1.004592,0.0010463138872377476,4805.0,82.0,83.0,0.3652311999283316,58.0,977.0,16.0,17.0,0.3652311999283316,0.0,1
4,5,0,69,0,0,64,6,0,1591102845.870679,60836,1885,8,0,0,502,0,3,0,1.002062,0.0,0.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,58.08998100000001,58.08998100000001,0.998871,1.004592,0.0010393365282406221,4888.0,82.0,83.0,0.3626321077722928,59.0,994.0,16.0,17.0,0.3626321077722928,0.0,1
4,5,0,69,0,0,64,6,0,1591102846.870966,60836,1885,8,0,0,502,0,3,0,1.0002870000000001,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,59.090268,59.090268,0.998871,1.004592,0.0010434042917644494,4971.0,82.0,83.0,0.3600847357902756,60.0,1011.0,16.0,17.0,0.3600847357902755,0.0,1
4,5,0,68,0,0,64,6,0,1591102847.872911,60836,1885,8,0,0,502,0,3,0,1.001945,0.0,0.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,60.092213,60.092213,0.998871,1.004592,0.0010359107037569368,5053.0,82.0,83.0,0.37328844382740006,61.0,1027.0,16.0,17.0,0.37328844382740006,0.0,1
4,5,0,69,0,0,64,6,0,1591102848.8746212,60836,1885,8,0,0,502,0,3,0,1.00171,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,61.093923,61.093923,0.998871,1.004592,0.0010274809508558226,5136.0,82.0,83.0,0.37080101097607293,62.0,1044.0,16.0,17.0,0.37080101097607293,0.0,1
4,5,0,69,0,0,64,6,0,1591102849.8764288,60836,1885,8,0,0,502,0,3,0,1.001808,0.0,0.0,0.0,0.0,63.0,0.0,0.0,63.0,0.0,0.0,62.09573100000001,62.09573100000001,0.998871,1.004592,0.0010195936096150503,5219.0,82.0,83.0,0.3683594495540746,63.0,1061.0,16.0,17.0,0.3683594495540746,0.0,1
4,5,0,69,0,0,64,6,0,1591102850.876799,60836,1885,8,0,0,502,0,3,0,1.00037,0.0,0.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,63.096101000000004,63.096101000000004,0.998871,1.004592,0.0010220973792840755,5302.0,82.0,83.0,0.3659625273557,64.0,1078.0,16.0,17.0,0.3659625273557,0.0,1
4,5,0,69,0,0,64,6,0,1591102851.878349,60836,1885,8,0,0,502,0,3,0,1.00155,0.0,0.0,0.0,0.0,65.0,0.0,0.0,65.0,0.0,0.0,64.097651,64.097651,0.998871,1.004592,0.0010139577051961226,5385.0,82.0,83.0,0.36360904617671225,65.0,1095.0,16.0,17.0,0.36360904617671225,0.0,1
4,5,0,69,0,0,64,6,0,1591102852.879335,60836,1885,8,0,0,502,0,3,0,1.0009860000000002,0.0,0.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,65.098637,65.098637,0.998871,1.004592,0.0010082305218034981,5468.0,82.0,83.0,0.3612978418647564,66.0,1112.0,16.0,17.0,0.3612978418647564,0.0,1
4,5,0,69,0,0,64,6,0,1591102853.881361,60836,1885,8,0,0,502,0,3,0,1.002026,0.0,0.0,0.0,0.0,67.0,0.0,0.0,67.0,0.0,0.0,66.100663,66.100663,0.998871,1.004592,0.0010024009979075542,5551.0,82.0,83.0,0.3590277841567031,67.0,1129.0,16.0,17.0,0.3590277841567031,0.0,1
4,5,0,69,0,0,64,6,0,1591102854.878089,60836,1885,8,0,0,502,0,3,0,0.9967280000000001,0.0,0.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,0.0,67.097391,67.097391,0.9967280000000001,1.004592,0.001154583252371877,5634.0,82.0,83.0,0.3567977763447601,68.0,1146.0,16.0,17.0,0.3567977763447601,0.0,1
4,5,0,69,0,0,64,6,0,1591102855.883262,60836,1885,8,0,0,502,0,3,0,1.0051729999999999,0.0,0.0,0.0,0.0,69.0,0.0,0.0,69.0,0.0,0.0,68.102564,68.102564,0.9967280000000001,1.0051729999999999,0.0012315058257153526,5717.0,82.0,83.0,0.3546067548061298,69.0,1163.0,16.0,17.0,0.35460675480612985,0.0,1
4,5,0,69,0,0,64,6,0,1591102856.884133,60836,1885,8,0,0,502,0,3,0,1.0008709999999998,0.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,0.0,0.0,69.103435,69.103435,0.9967280000000001,1.0051729999999999,0.0012248223146531473,5800.0,82.0,83.0,0.3524536884251207,70.0,1180.0,16.0,17.0,0.3524536884251207,0.0,1
4,5,0,69,0,0,64,6,0,1591102857.88804,60836,1885,8,0,0,502,0,3,0,1.0039069999999999,0.0,0.0,0.0,0.0,71.0,0.0,0.0,71.0,0.0,0.0,70.107342,70.107342,0.9967280000000001,1.0051729999999999,0.0012495115183016642,5883.0,82.0,83.0,0.35033757793172343,71.0,1197.0,16.0,17.0,0.35033757793172343,0.0,1
4,5,0,69,0,0,64,6,0,1591102858.886875,60836,1885,8,0,0,502,0,3,0,0.998835,0.0,0.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,71.106177,71.106177,0.9967280000000001,1.0051729999999999,0.00128122355346902,5966.0,82.0,83.0,0.34825745517658624,72.0,1214.0,16.0,17.0,0.34825745517658624,0.0,-1
4,5,0,69,0,0,64,6,0,1591102859.89045,60836,1885,8,0,0,502,0,3,0,1.003575,0.0,0.0,0.0,0.0,73.0,0.0,0.0,73.0,0.0,0.0,72.109752,72.109752,0.9967280000000001,1.0051729999999999,0.0012955602844731792,6049.0,82.0,83.0,0.3462123823589072,73.0,1231.0,16.0,17.0,0.3462123823589072,0.0,1
4,5,0,69,0,0,64,6,0,1591102860.889033,60836,1885,8,0,0,502,0,3,0,0.998583,0.0,0.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,73.108335,73.108335,0.9967280000000001,1.0051729999999999,0.001331794720984892,6132.0,82.0,83.0,0.34420145122091544,74.0,1248.0,16.0,17.0,0.34420145122091544,0.0,1
4,5,0,69,0,0,64,6,0,1591102861.891555,60836,1885,8,0,0,502,0,3,0,1.002522,0.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,74.110857,74.110857,0.9967280000000001,1.0051729999999999,0.0013281337027417027,6215.0,82.0,83.0,0.34222378222022665,75.0,1265.0,16.0,17.0,0.34222378222022665,0.0,1
